,userid,1,2,3,4,5
11912,98561,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11913,98656,Hill,WFISubMax workout,Speed Training,Around the world,PEB workout
11914,98724,Manual0,Manual9,Manual,Manual5,Manual7
11915,54193,Extreme Heartrate,Create your own heart rate,Manual9,Fatburn,Heartrate-Interval
11916,98848,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11917,98319,Manual9,Manual8,Manual7,Manual6,Random
11918,98857,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11919,97675,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11920,98810,Manual0,Manual9,Quick Start,Manual8,Manual7
11921,98869,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11922,98875,Manual9,Manual8,Manual7,Manual6,Quick Start
11923,94826,Hill,Manual0,Around the world,Extreme Heartrate,Fatburn
11924,93889,Random,Manual0,Fittest Workout,Speed Training,PEB workout
11925,55974,Manual0,Manual9,Fittest Workout,Quick Start,Extreme Heartrate
11926,98883,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11927,98903,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11928,98890,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11929,98681,Fittest Workout,Heartrate-Interval,Extreme Heartrate,Cardio,Heartrate-Hill
11930,84720,Manual9,Manual8,Manual7,Manual6,Manual5
11931,91094,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11932,29353,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11933,98806,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11934,98753,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11935,98924,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11936,98935,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11937,96811,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11938,96821,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11939,66076,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11940,96808,Manual9,Manual8,Manual7,Manual6,Quick Start
11941,96854,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11942,96824,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11943,91410,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11944,77485,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11945,98956,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11946,98758,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11947,98885,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11948,98981,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11949,98448,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11950,98921,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11951,11665,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11952,98993,Manual9,Manual8,Manual7,Manual6,Manual5
11953,99001,Manual9,Manual8,Manual7,Manual6,Quick Start
11954,98238,Manual9,Manual8,Manual7,Manual6,Quick Start
11955,99015,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11956,95307,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11957,78204,Extreme Heartrate,Create your own heart rate,Manual9,Fatburn,Heartrate-Interval
11958,95509,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11959,99062,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11960,91667,Manual0,Manual9,Manual,Manual5,Manual7
11961,95117,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11962,99077,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11963,72102,Extreme Heartrate,Create your own heart rate,Manual9,Fatburn,Heartrate-Interval
11964,63580,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11965,99080,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11966,99074,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11967,99082,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11968,97909,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11969,74700,Extreme Heartrate,Create your own heart rate,Manual9,Fatburn,Heartrate-Interval
11970,98528,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11971,99049,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11972,98726,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11973,99094,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11974,89990,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11975,99102,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11976,50809,Around the world,Hill,Fittest Workout,Heartrate-Interval,Extreme Heartrate
11977,99104,FootHills,Random,Speed Training,Cascades,Sports Training-5K
11978,99123,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11979,98851,Manual9,Manual8,Manual7,Manual6,Quick Start
11980,99137,Manual9,Manual8,Manual7,Manual6,Manual5
11981,25755,Extreme Heartrate,Heartrate-Interval,Custom1 Workout,Manual9,PEB workout
11982,99065,WFISubMax workout,PEB workout,Distance goal,Fittest Workout,Fatburn
11983,97654,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11984,98302,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11985,99147,Manual9,Manual8,Manual7,Manual6,Manual5
11986,90746,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11987,99157,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11988,98915,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11989,97162,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11990,99165,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11991,74512,Manual9,Manual8,Manual7,Manual6,Manual5
11992,17223,Extreme Heartrate,WFISubMax workout,PEB workout,Fatburn,Create your own heart rate
11993,24904,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11994,98865,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11995,98928,Manual9,Manual8,Manual7,Quick Start,Manual6
11996,99053,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11997,99181,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11998,99182,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
11999,99079,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12000,99191,Manual9,Manual8,Manual7,Manual6,Manual5
12001,99177,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12002,98693,Manual9,Manual8,Manual7,Manual6,Manual5
12003,99091,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12004,98906,Manual9,Manual8,Manual7,Manual6,Manual0
12005,99215,Hill,Manual0,Around the world,Extreme Heartrate,Fatburn
12006,98922,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12007,95214,Manual9,Manual8,Manual7,Manual0,Manual6
12008,97328,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12009,98653,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12010,99234,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12011,99066,WFISubMax workout,PEB workout,Distance goal,Fittest Workout,Fatburn
12012,99242,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12013,97567,Manual9,Manual8,Manual7,Manual6,Quick Start
12014,83804,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12015,99250,Manual9,Manual0,Hill,Manual8,Manual7
12016,99254,Manual9,Manual8,Manual7,Manual6,Quick Start
12017,98703,Manual9,Manual8,Hill,Manual7,Manual6
12018,99259,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12019,99271,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12020,97192,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12021,98902,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12022,99277,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12023,99263,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12024,91105,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12025,99293,Fittest Workout,Heartrate-Interval,Extreme Heartrate,Cardio,Heartrate-Hill
12026,98863,Random,Manual0,Fittest Workout,Speed Training,PEB workout
12027,44765,Manual0,Manual9,Manual8,Manual7,Manual6
12028,99319,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12029,98446,Manual9,Manual8,Manual7,Manual6,Quick Start
12030,98388,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12031,99307,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12032,99237,Manual9,Manual8,Manual7,Manual6,Quick Start
12033,99339,Around the world,Speed Training,Cascades,Kilimanjaro,Random
12034,71840,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12035,99359,Manual9,Manual8,Manual7,Quick Start,Manual6
12036,99360,Manual0,Manual9,Quick Start,Manual8,Manual7
12037,99340,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12038,99363,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12039,99190,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12040,97443,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12041,99372,Manual9,Manual8,Manual7,Manual6,Quick Start
12042,99378,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12043,99395,Fittest Workout,Heartrate-Interval,Extreme Heartrate,Cardio,Heartrate-Hill
12044,99397,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12045,95925,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12046,24225,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
12047,97243,WFISubMax workout,Cardio,Gerkin workout,Create your own heart rate,Hill
12048,98792,WFISubMax workout,Target HR Goal,Custom1 Workout,Create your own speed incline,Create your own heart rate
